Geocode,business_id,name,address,city,state,postal_code,latitude,longitude,Score,Income
6037302104,PR0020346,DOMINO'S PIZZA,1428 E COLORADO ST ,GLENDALE,CA,91205,34.14251445,-118.2325594,92,63476
6037530202,PR0020353,MEXICAN AMERICAN OPPORTUNITY,401 N GARFIELD AVE ,MONTEBELLO,CA,90640,34.01921467,-118.1337111,95,76239
6037207103,PR0020361,WONDER FOOD BAKERY,943 N BROADWAY STE 101,LOS ANGELES,CA,90012,34.06516896,-118.2370584,90,31987
6037103102,PR0020368,VONS BAKERY #2124,7789 FOOTHILL BLVD ,TUJUNGA,CA,91042,34.25909199,-118.3024407,95,80641
6037109100,PR0020369,GOOD DAY DONUTS,11100 SEPULVEDA BLVD,MISSION HILLS,CA,91345,34.27256319,-118.4673558,96,92447
6037570001,PR0020405,KMS CHICKEN (CHURCH'S CHICKE,5610 N WOODRUFF AVE ,LAKEWOOD,CA,90713,33.85851572,-118.1168507,94,99869
6037920115,PR0020406,JILL'S CAKE CREATIONS,26111 BOUQUET CANYON RD STE #C-1,SAUGUS,CA,91350,34.41796432,-118.5418415,96,135900
6037500600,PR0020437,EL REY BAKERY,8934 E BEVERLY BLVD ,PICO RIVERA,CA,90660,34.01086677,-118.0823637,97,75846
6037552302,PR0020440,SUBWAY #36407,13019 E ROSECRANS AVE STE 106,NORWALK,CA,90650,33.90254262,-118.0546506,97,71534
6037213201,PR0020448,CAKE HOUSE,3250 W OLYMPIC BLVD STE 103,LOS ANGELES,CA,90006,34.05243962,-118.3076616,91,41973
6037703002,PR0020460,YOGURTLAND LADERA HEIGHTS,5375 W CENTINELA AVE # B,LOS ANGELES,CA,90045,33.97729532,-118.3725445,95,134625
6037700101,PR0020462,WHOLE FOODS BAKERY,7871 SANTA MONICA BLVD ,WEST HOLLYWOOD,CA,90046,34.09090201,-118.3608769,96,88526
6037531000,PR0020476,PANADERIA LOS REYES #2,4230 E CESAR E CHAVEZ AVE ,LOS ANGELES,CA,90063,34.04036287,-118.1746547,98,54518
6037401601,PR0020484,TASTEE DONUT & BAGEL,1449 FOOTHILL BLVD ,LA VERNE,CA,91750,34.1170308,-117.7757192,94,87124
6037502801,PR0020510,CHRISTINE'S DONUT,10708 ORR AND DAY RD ,SANTA FE SPRINGS,CA,90670,33.93620422,-118.0901712,90,93385
6037430801,PR0020544,IN-N-OUT BURGER #27,420 N SANTA ANITA AVE ,ARCADIA,CA,91006,34.14520549,-118.0311093,99,90435
6037229100,PR0020545,SNACK SHACK,5630 S CENTRAL AVE ,LOS ANGELES,CA,90014,33.99142464,-118.2562483,95,52946
6037124105,PR0020582,NORTH HOLLYWOOD BAKERY,6052 LANKERSHIM BLVD ,NORTH HOLLYWOOD,CA,91606,34.18050124,-118.3838233,97,56194
6037106646,PR0020618,SUBWAY SANDWICHES,11878 BALBOA BLVD ,GRANADA HILLS,CA,91344,34.28658931,-118.5018985,80,112471
6037541100,PR0020630,CHURCH'S FRIED CHICKEN,217 S CENTRAL AVE,COMPTON,CA,90220,33.89747352,-118.2525537,94,60052
6037265202,PR0020675,WHOLE FOODS MARKET (BAKERY),1050 GAYLEY AVE ,LOS ANGELES,CA,90024,34.06114635,-118.447061,98,113944
6037408625,PR0020676,SUBWAY,2110 1/2 S HACIENDA BLVD ,HACIENDA HEIGHTS,CA,91745,33.9958457,-117.9680091,97,113134
6037124105,PR0020683,SUBWAY # 39683,6006 LANKERSHIM BLVD ,NORTH HOLLYWOOD,CA,91606,34.1797492,-118.3833671,97,56194
6037406901,PR0020690,LA PUENTE BAKERY #2,13825 AMAR RD STE A,LA PUENTE,CA,91744,34.05400532,-117.9750406,94,62052
6037920040,PR0020708,CANYONS CAFE,17200 SIERRA HWY ,CANYON COUNTRY,CA,91387,34.43478786,-118.4347366,93,109237
6037535803,PR0020731,PIZZA HUT #024904,3255 TWEEDY BLVD ,SOUTH GATE,CA,90280,33.94539534,-118.2131936,97,52136
6037301601,PR0020735,SUBWAY SANDWICHES #23514,6340 SAN FERNANDO RD ,GLENDALE,CA,91201,34.16597581,-118.2877689,98,60519
6037532303,PR0020756,TUTTI FRUTTI YOGURT,100 CITADEL DR STE 204,COMMERCE,CA,90040,34.00535521,-118.1520252,100,53556
6037239701,PR0020761,IBARRA'S BAKERY,8215 1/2 S BROADWAY AVE,LOS ANGELES,CA,90003,33.96492303,-118.2784325,95,42278
6037128101,PR0020762,JC'S FAMOUS PIZZA #2,14059 VICTORY BLVD ,VAN NUYS,CA,91405,34.18682691,-118.4396764,91,79810
6037910401,PR0020782,SUBWAY,38709 TIERRA SUBIDA AVE # 300,PALMDALE,CA,93551,34.58536993,-118.1475123,95,92221
6037600502,PR0020817,SUBWAY SANDWICHES #14461,2782 W IMPERIAL HWY ,INGLEWOOD,CA,90303,33.92951259,-118.3240859,93,79996
6037408137,PR0020821,SUBWAY,19030 LA PUENTE RD ,WEST COVINA,CA,91792,34.00885591,-117.8867707,91,68495
6037232200,PR0020824,PANADERIA MI GUATEMALA,4701 S NORMANDIE AVE ,LOS ANGELES,CA,90037,34.00089824,-118.3004489,97,45928
6037401601,PR0020859,GRAND DONUTS,2023 E FOOTHILL BLVD ,LA VERNE,CA,91750,34.11394135,-117.7664178,93,87124
6037482101,PR0020860,DOMINO'S PIZZA #8406,829 S ATLANTIC BLVD ,MONTEREY PARK,CA,91754,34.05198803,-118.1377576,90,74604
6037480600,PR0020904,WINCHELL'S DONUT HOUSE #9102,438 FAIR OAKS AVE ,SOUTH PASADENA,CA,91030,34.1204154,-118.1501359,95,109459
6037103102,PR0020909,PIZZA HUT,8337 FOOTHILL BLVD ,SUNLAND,CA,91040,34.25986123,-118.3146725,95,80641
6037501002,PR0020934,PIZZA HUT #24924,11550 E WHITTIER BLVD ,WHITTIER,CA,90606,33.98295008,-118.0541496,96,98866
6037403322,PR0020957,IN-N-OUT BURGER #15,21133 E GOLDEN SPRINGS DR ,DIAMOND BAR,CA,91765,34.0005448,-117.8432571,98,102835
6037920030,PR0020962,AQAOTIC KIOSK,20850 CENTRE POINTE PKWY ,SANTA CLARITA,CA,91350,34.41275611,-118.5004763,93,94909
6037620904,PR0021003,MANHATTAN CREAMERY,1120 MANHATTAN AVE ,MANHATTAN BEACH,CA,90266,33.88466199,-118.4104948,92,278786
6037920329,PR0021009,RALPHS BAKERY#727,25930 MCBEAN PKWY ,VALENCIA,CA,91355,34.4034883,-118.5520572,97,104092
6037401304,PR0021024,PIPELINE PIZZA EXPRESS,111 RAGING WATERS DR ,SAN DIMAS,CA,91773-3928,34.09556253,-117.8100137,99,138742
6037405202,PR0021031,FRUTY ICE,14131 N RAMONA BLVD STE #N,BALDWIN PARK,CA,91706,34.08545737,-117.9655259,95,64588
6037531000,PR0021050,RASPADOS DON MANUEL,4201 E CESAR E CHAVEZ AVE ,LOS ANGELES,CA,90063,34.04074113,-118.1755533,90,54518
6037207400,PR0021077,HOMEBOY DINER,200 N MAIN ST # #210,LOS ANGELES,CA,90012,34.0530497,-118.2425872,96,186735
6037700300,PR0021106,GREAT EARTH JUICE BAR,8365 SANTA MONICA BLVD ,WEST HOLLYWOOD,CA,90069,34.09083412,-118.3723216,95,104927
6037502601,PR0021108,RIVERA PARK GRANDSTAND CONC,9530 SHADE LN ,PICO RIVERA,CA,90660,33.96385514,-118.0965509,97,82311
6037910711,PR0021119,SUBWAY,4621 E AVENUE S,PALMDALE,CA,93552,34.5582036,-118.0469851,98,67923
6037651222,PR0021129,DONUT DEN,4257 PACIFIC COAST HWY ,TORRANCE,CA,90505,33.80872639,-118.3596909,97,99459
6037542602,PR0021138,SUPERIOR BAKERY,111 E COMPTON BLVD ,COMPTON,CA,90220,33.89687622,-118.2227719,97,66192
6037430721,PR0021182,WETZELS PRETZEL'S,400 S BALDWIN AVE STE 9265,ARCADIA,CA,91007,34.13287984,-118.0516815,97,94212
6037620601,PR0021188,MC DONALD'S #7621,1815 HAWTHORNE BLVD STE 318,REDONDO BEACH,CA,90278,33.87066191,-118.3528478,94,111927
6037900608,PR0021191,DOMINO'S PIZZA 8115,1007 E AVENUE J ,LANCASTER,CA,93535,34.68980103,-118.1123577,99,54987
6037702600,PR0021194,PIZZA HUT #27531,10780 JEFFERSON BLVD ,CULVER CITY,CA,90230,34.00256812,-118.3938753,97,126857
6037121102,PR0021207,QUIZNO'S SUBS,8953 SUNLAND BLVD ,SUN VALLEY,CA,91352,34.23191711,-118.3670316,91,65459
6037407101,PR0021232,LITTLE CAESARS #5727,14278 AMAR RD ,LA PUENTE,CA,91746,34.04911427,-117.9684739,97,69869
6037980010,PR0021236,#241 DODGER DOGS TRADITIONAL,1000 VIN SCULLY AVE,LOS ANGELES,CA,90012,34.07178445,-118.2417818,90,35847
6037262704,PR0021243,BEACH SIDE CAFE,15944 PACIFIC COAST HWY ,PACIFIC PALISADES,CA,90272,34.03614656,-118.5366763,94,203130
6037113321,PR0021252,PIZZA HUT,20901 LASSEN ST ,CHATSWORTH,CA,91311,34.25013315,-118.5891081,98,68652
6037203900,PR0021253,MINI MERCADITO IN E.L.A.,3425 E 1ST ST STE 132,LOS ANGELES,CA,90063,34.03700731,-118.1940716,96,62830
6037430724,PR0021262,ELLIES BAKERY,651 W DUARTE RD STE A,ARCADIA,CA,91007,34.12635556,-118.0531827,94,72923
6037237202,PR0021346,SUBWAY #23130,1810 W SLAUSON AVE STE #D,LOS ANGELES,CA,90047,33.98911318,-118.3101299,96,53059
6037601501,PR0021401,LITTLE CAESAR,4950 W CENTURY BLVD # 4A,INGLEWOOD,CA,90304,33.9454055,-118.3650167,97,45660
6037234300,PR0021412,PIZZA HUT 026158,4356 LEIMERT BLVD ,LOS ANGELES,CA,90008,34.00496791,-118.3297531,98,52925
6037501504,PR0021419,WHITTIER VILLAGE CINEMAS,7038 GREENLEAF AVE ,WHITTIER,CA,90602,33.97780629,-118.0370006,90,44111
6037311801,PR0021446,CALAMIGOS LA CANTINA,480 W RIVERSIDE DR ,BURBANK,CA,91506,34.16122738,-118.3097416,100,72143
6037482402,PR0021447,DOMINO'S PIZZA,8350 GARVEY AVE # #B,ROSEMEAD,CA,91770,34.06263272,-118.0865899,97,74142
6037131900,PR0021493,SUBWAY SANDWICHES,17224 SATICOY ST ,VAN NUYS,CA,91406,34.20826852,-118.5084376,97,78956
6037191410,PR0021499,SUBWAY SANDWICH SHOP #552,1018 N VERMONT AVE ,LOS ANGELES,CA,90029,34.09027522,-118.2914851,98,42588
6037207710,PR0021513,KIKKA SUSHI,505 S FLOWER ST # B-270,LOS ANGELES,CA,90071,34.05153095,-118.2562318,94,109780
6037480803,PR0021527,COSTCO FOOD COURT #428,2207 W COMMONWEALTH AVE ,ALHAMBRA,CA,91803,34.08951564,-118.1485301,96,97609
6037901102,PR0021541,LITTLE CAESAR,4077 W AVENUE L ,LANCASTER,CA,93536,34.6602941,-118.2030613,93,85340
6037602103,PR0021552,THE DONUT HOUSE #4,11873 S HAWTHORNE BLVD ,HAWTHORNE,CA,90250,33.92597074,-118.3540422,94,52987
6037533701,PR0021554,MARY'S BAKERY,4523 SLAUSON AVE ,MAYWOOD,CA,90270,33.98734433,-118.184593,99,46052
6037206200,PR0021562,CHADO TEA ROOM,100 N CENTRAL AVE ,LOS ANGELES,CA,90012,34.04940735,-118.2388907,95,42665
6037123901,PR0021578,FANTASTIC DONUTS,12110 VICTORY BLVD ,NORTH HOLLYWOOD,CA,91606,34.18651026,-118.3970433,91,70711
6037503106,PR0021596,SUBWAY #22927,14356 TELEGRAPH RD ,WHITTIER,CA,90604,33.9255454,-118.0256659,98,73683
6037207102,PR0021607,MR CHURRO BAKERY,849 N ALAMEDA ST # #E112,LOS ANGELES,CA,90012,34.05711732,-118.2373333,90,36341
6037603301,PR0021617,SAKURAYA,16134 S WESTERN AVE ,GARDENA,CA,90247,33.8844318,-118.3089817,90,57816
6037980010,PR0021627,#102 ALL INCLUSIVE (AYCE),1000 VIN SCULLY AVE,LOS ANGELES,CA,90012,34.07178445,-118.2417818,96,35847
6037239330,PR0021632,EL MEXICANO MARKET/TORTILLER,6625 S AVALON BLVD ,LOS ANGELES,CA,90003,33.97900971,-118.2653498,99,43631
6037143901,PR0021650,VONS BAKERY #1674,4033 LAUREL CANYON BLVD ,STUDIO CITY,CA,91604,34.14457645,-118.3958436,97,250783
6037502602,PR0021658,NORTHGATE MARKET #4 BAKERY,9101 E TELEGRAPH RD ,PICO RIVERA,CA,90660,33.96017208,-118.1077552,95,58481
6037482101,PR0021666,DIAMOND BAKERY,744 W GARVEY AVE ,MONTEREY PARK,CA,91754,34.06232165,-118.133018,80,74604
6037603900,PR0021667,CICITOS BAKERY,15725 HAWTHORNE BLVD STE #105,LAWNDALE,CA,90260,33.88806025,-118.3527628,93,66262
6037920329,PR0021669,WINE # 661,24268 VALENCIA BLVD ,VALENCIA,CA,91355,34.41302878,-118.5593761,98,104092
6037115202,PR0021710,CUPID'S HOT DOGS,9039 LINDLEY AVE ,NORTHRIDGE,CA,91325,34.23483785,-118.5275774,98,77838
6037404600,PR0021722,CALI'S,16018 ARROW HWY,IRWINDALE,CA,91706,34.10683214,-117.9336691,97,68439
6037113301,PR0021747,SUPER KING #5-BAKERY,19500 PLUMMER ST ,NORTHRIDGE,CA,91324,34.24259563,-118.5584586,99,106722
6037302302,PR0021753,CHRISTINA DONUT,106 W COLORADO ST ,GLENDALE,CA,91204,34.1422838,-118.25538,90,58984
6037503202,PR0021761,JUGOS LIQUADOS EL MANANTIAL,13509 TELEGRAPH RD STE #C,WHITTIER,CA,90605,33.93822143,-118.0435051,94,73263
6037535002,PR0021764,AMAPOLA TORTILLERIA,7223 S COMPTON AVE ,LOS ANGELES,CA,90001,33.97406208,-118.24788,94,48844
6037226002,PR0021827,PRODUCE JOE'S DELI,1601 E OLYMPIC BLVD STE 550,LOS ANGELES,CA,90021,34.03014665,-118.2416585,90,48565
6037190100,PR0021828,HOLLYWOOD JUICE BAR,7021 HOLLYWOOD BLVD ,LOS ANGELES,CA,90028,34.10170255,-118.3427332,91,55986
6037900704,PR0021842,WINCO FOODS BAKERY DEPT,740 W AVENUE K # ,LANCASTER,CA,93534,34.67488114,-118.1444014,97,41692
6037553400,PR0021848,SUBWAY #23163,8843 ROSECRANS AVE STE #B,DOWNEY,CA,90242,33.90380777,-118.1441089,96,75055
6037432700,PR0021852,PALETERIA LA REYNA DE MICHOACAN,3560 SANTA ANITA AVE STE P,EL MONTE,CA,91731,34.07469995,-118.0407994,94,53346
6037400304,PR0021883,ALBERTSON'S #594 -BAKERY,220 E BONITA AVE ,SAN DIMAS,CA,91773,34.10598838,-117.8039408,97,81486
6037602600,PR0021926,LITTLE CAESARS #5703,2205 W ROSECRANS AVE ,GARDENA,CA,90249,33.90206797,-118.3179673,97,71235
6037910209,PR0021931,VONS #3017 BAKERY,3027 RANCHO VISTA BLVD ,PALMDALE,CA,93551,34.60292618,-118.1842798,95,111501
6037273402,PR0021937,MALEKAN TONY,821 OCEAN FRONT WALK ,VENICE,CA,90291,33.99122426,-118.4772227,96,108877
6037231400,PR0021962,PIZZA KING,3993 S WESTERN AVE # #6,LOS ANGELES,CA,90062,34.01149256,-118.3089523,99,53630
6037554512,PR0021971,EDWARDS CERRITOS CINEMAS,12761 TOWNE CENTER DR ,ARTESIA,CA,90701,33.87133048,-118.0588653,98,132035
6037500202,PR0021973,ROCKIES FROZEN YOGURT,14748 E WHITTIER BLVD STE #F,WHITTIER,CA,90605,33.95047091,-118.010342,99,159644
6037432601,PR0021978,T C BAKERY,3856 PECK RD ,EL MONTE,CA,91732,34.07518558,-118.0220849,97,72681
6037143200,PR0021988,PIZZA HUT DELIVERY,4408 VINELAND AVE ,STUDIO CITY,CA,91604,34.15073115,-118.3700798,97,95733
6037532605,PR0021995,SUBWAY,6046 PACIFIC BLVD ,HUNTINGTON PARK,CA,90255,33.98614318,-118.2250253,96,57761
6037550800,PR0022003,UNCLE HENRY'S DELI,7400 FLORENCE AVE ,DOWNEY,CA,90241,33.95867914,-118.1405268,94,84775
6037135113,PR0022011,AMC CONCESSION STAND # 2,21801 OXNARD ST # #A,WOODLAND HILLS,CA,91367,34.1793178,-118.6031894,93,84580
6037408211,PR0022036,WINCHELL'S DONUTS,18881 COLIMA RD ,ROWLAND HEIGHTS,CA,91748,33.98786533,-117.8923657,91,64159
6037530902,PR0022052,EL SABROSO,501 N BRANNICK AVE ,LOS ANGELES,CA,90063,34.04249096,-118.178138,91,45885
6037433403,PR0022060,LA MICHOACANA,11850 E VALLEY BLVD # 304,EL MONTE,CA,91732,34.06442028,-118.0217402,95,42647
6037101210,PR0022081,CLOUD 9 HOOKAH,7233 FOOTHILL BLVD,TUJUNGA,CA,91042,34.24916615,-118.2894836,90,48484
6037236100,PR0022090,ALBERTSON'S #4131 -  BAKERY,3901 S CRENSHAW BLVD ,LOS ANGELES,CA,90008,34.01429818,-118.3354962,98,37354
6037222600,PR0022098,TOGOS SANDWICHES,3619 S VERMONT AVE ,LOS ANGELES,CA,90007,34.02261983,-118.291735,95,36473
6037533202,PR0022102,REYNA'S BAKERY #3,3210 E GAGE AVE ,HUNTINGTON PARK,CA,90255,33.98021582,-118.2100255,94,53315
6037650602,PR0022124,VON'S BAKERY #2232,4705 TORRANCE BLVD ,TORRANCE,CA,90503,33.83833519,-118.3632205,98,91791
6037403319,PR0022128,DIAMOND BAR COUNTRY CLUB SB,22801 E GOLDEN SPRINGS DR ,DIAMOND BAR,CA,91765,34.00806006,-117.819518,94,88187
6037181400,PR0022153,RUBY BAKERY,5042 EAGLE ROCK BLVD ,LOS ANGELES,CA,90041,34.13825492,-118.2140696,91,73290
6037191420,PR0022157,BIG JIM'S DONUTS,702 N VERMONT AVE ,LOS ANGELES,CA,90029,34.08398349,-118.2915197,94,59190
6037141400,PR0022188,AMECI PIZZA,15615 VENTURA BLVD ,ENCINO,CA,91436,34.15520676,-118.4740034,99,155516
6037183221,PR0022192,LA PERLA BAKERY,6645 N FIGUEROA ST ,LOS ANGELES,CA,90042,34.12322567,-118.1853607,93,77385
6037320300,PR0022201,CARRILLO TORTILLERIA,1242 PICO ST ,SAN FERNANDO,CA,91340,34.28409415,-118.4455781,96,58158
6037220000,PR0022234,GOLDEN BIRD,2847 S CRENSHAW BLVD ,LOS ANGELES,CA,90016,34.02982741,-118.3353383,95,66178
6037532605,PR0022254,JUICES AND POPS,6526 PACIFIC BLVD # B,HUNTINGTON PARK,CA,90255,33.97998858,-118.2251636,80,57761
6037407601,PR0022271,CORONA BAKERY,15426 FAIRGROVE AVE ,LA PUENTE,CA,91744,34.04193064,-117.9488806,98,56842
6037620102,PR0022279,THE DONUT,247 MAIN ST ,EL SEGUNDO,CA,90245,33.91842609,-118.4161055,91,105083
6037702600,PR0022282,PAVILIONS #2212 STARBUCKS,11030 W JEFFERSON BLVD ,CULVER CITY,CA,90230,33.99680312,-118.3942493,99,126857
6037530301,PR0022283,"OH,SOOK",5144 E BEVERLY BLVD ,LOS ANGELES,CA,90022,34.03238909,-118.1544686,95,54483
6037231300,PR0022302,JACK IN THE BOX,1441 W MLK BLVD ,LOS ANGELES,CA,90062,34.01099879,-118.3017098,97,54982
6037535701,PR0022318,SUPER A FOODS BAKERY,8116 CALIFORNIA AVE ,SOUTH GATE,CA,90280,33.96179699,-118.2043232,97,65265
6037601001,PR0022339,VONS #2502 BAKERY,500 E MANCHESTER BLVD ,INGLEWOOD,CA,90301,33.96028303,-118.3491648,98,62454
6037534501,PR0022341,JUGOS NATURALES,7924 STATE ST ,HUNTINGTON PARK,CA,90255,33.96494343,-118.2104937,96,67075
6037920031,PR0022346,MENCHIE'S FROZEN YOGURT,26865 SIERRA HWY ,SANTA CLARITA,CA,91321,34.4044796,-118.4667987,99,85975
6037227020,PR0022419,LAS PALMAS TORTILLERIA,2712 S CENTRAL AVE ,LOS ANGELES,CA,90011,34.01727971,-118.2553618,97,47140
6037267600,PR0022423,TACO BELL #28711,12105 W PICO BLVD ,LOS ANGELES,CA,90064,34.02938861,-118.4506022,100,98197
6037480302,PR0022429,LITTLE CAESAR'S #5884,715 E MAIN ST ,ALHAMBRA,CA,91801,34.09864933,-118.1197942,98,81780
6037702600,PR0022475,SORRENTO ITALIAN DELI,5518 SEPULVEDA BLVD,CULVER CITY,CA,90230,33.99283088,-118.395059,94,126857
6037408211,PR0022477,AMC THEATRES CONCESSION,1560 S AZUSA AVE ,INDUSTRY,CA,91746,33.99511423,-117.926167,82,64159
6037432102,PR0022478,PIZZA CART #2,9578 LOWER AZUSA RD ,TEMPLE CITY,CA,91780,34.08926443,-118.0578604,91,93926
6037701801,PR0022480,TENNIS CLUB KITCHEN,12445 MOUNTAIN GATE,LOS ANGELES,CA,90049,34.03024217,-118.470156,98,78565
6037111400,PR0022494,REGENCY GRANADA HILLS THEATR,16830 DEVONSHIRE ST ,GRANADA HILLS,CA,91344,34.25731372,-118.4990419,96,90303
6037124204,PR0022533,SIS BAKERY,11009 BURBANK BLVD STE 123,NORTH HOLLYWOOD,CA,91601,34.17232223,-118.3707176,97,43721
6037533403,PR0022546,FOOD 4 LESS # 341 DELI/BAKER,4400 E SLAUSON AVE ,MAYWOOD,CA,90270,33.98682261,-118.187031,98,49766
6037134720,PR0022557,HOMESTYLE DONUTS,7578 WINNETKA AVE ,WINNETKA,CA,91306,34.20813466,-118.5707752,97,73049
6037900704,PR0022571,LITTLE CAESAR'S PIZZA,43440 W 10TH ST W # A109,LANCASTER,CA,93534,34.67239172,-118.147833,94,41692
6037408625,PR0022572,DOMINO'S PIZZA,15908 E HALLIBURTON RD ,HACIENDA HEIGHTS,CA,91745,33.99646607,-117.9651734,97,113134
6037113101,PR0022585,HOUSE OF BREAD,20507 DEVONSHIRE ST ,CHATSWORTH,CA,91311,34.25741181,-118.5802255,98,109077
6037228320,PR0022592,LA FLOR BAKERY,4101 S AVALON BLVD ,LOS ANGELES,CA,90011,34.00905541,-118.2654352,95,44658
6037195300,PR0022596,VISTA THEATRE,4473 W SUNSET BLVD ,LOS ANGELES,CA,90027,34.09805176,-118.2866378,95,81428
6037403324,PR0022613,PIZZA HUT #024927,1241 S GRAND AVE ,DIAMOND BAR,CA,91765,33.99982287,-117.8097679,95,141670
6037128500,PR0022646,BLIZZ YOGURT,14439 BUBANK BLVD ,VAN NUYS,CA,91401,34.17214134,-118.4477529,96,80161
6037541100,PR0022658,JACK IN THE BOX #253,115 N CENTRAL AVE ,COMPTON,CA,90220,33.89648679,-118.2523205,95,60052
6037532605,PR0022668,ICELAND,5936 PACIFIC BLVD ,HUNTINGTON PARK,CA,90255,33.98846458,-118.2250331,96,57761
6037702202,PR0022687,TREATS YOGURT,1700 OCEAN PARK BLVD ,SANTA MONICA,CA,90405,34.01239067,-118.4667268,95,144828
6037124105,PR0022691,YUM YUM DONUTS,6001 LANKERSHIM BLVD ,NORTH HOLLYWOOD,CA,91606,34.17955233,-118.3838032,93,56194
6037111400,PR0022701,PIZZA HUT,16923 DEVONSHIRE ST ,GRANADA HILLS,CA,91344,34.25767076,-118.5006848,98,90303
6037433901,PR0022716,PIZZA HUT #024913,11910 GARVEY AVE STE A,EL MONTE,CA,91732,34.06232734,-118.0213451,96,50097
6037310400,PR0022728,GOURMET CRUST,2128 N GLENOAKS BLVD STE 103,BURBANK,CA,91504,34.19834704,-118.3267342,97,107203
6037602302,PR0022742,JERSEY MIKES SUBS,5342 W ROSECRANS AVE ,HAWTHORNE,CA,90250,33.90170301,-118.3730918,96,145231
6037232700,PR0022751,SAM'S DONUT,5401 S FIGUEROA ST ,LOS ANGELES,CA,90037,33.99309243,-118.282869,94,41862
6037403316,PR0022752,BOULEVARD BAGELS,574 N DIAMOND BAR BLVD ,DIAMOND BAR,CA,91765,34.03050334,-117.8092139,93,97430
6037910502,PR0022758,SUBWAY - 1309,1823 E PALMDALE BLVD STE A,PALMDALE,CA,93550,34.58050677,-118.0949244,98,40443
6037601700,PR0022767,NORTHGATE MARKETS #35 TORTIL,10801 S PRAIRIE AVE ,INGLEWOOD,CA,90303,33.93768298,-118.3445535,97,48726
6037603301,PR0022774,TORRANCE BAKERY,15934 S WESTERN AVE ,GARDENA,CA,90247,33.88567298,-118.3085235,84,57816
6037139600,PR0022775,SUBWAY,17261 VENTURA BLVD ,ENCINO,CA,91316,34.16092419,-118.5090872,97,140858
6037702901,PR0022825,THE RITZ BAR JERNE,4375 ADMIRALTY WAY ,MARINA DEL REY,CA,90292,33.98475559,-118.450939,98,123982
6037227020,PR0022831,LA GUADALUPANA BAKERY,2520 1/4 S CENTRAL AVE ,LOS ANGELES,CA,90011,34.01920499,-118.2545851,91,47140
6037241002,PR0022838,GREEN ORANGE ICE CREAM,12003 S AVALON BLVD STE #105,LOS ANGELES,CA,90061,33.92336077,-118.265272,93,50802
6037800408,PR0022879,SUN LIFE ORGANICS,29169 HEATHERCLIFF RD STE 110,MALIBU,CA,90265,34.02133989,-118.8094836,95,275334
6037195902,PR0022892,SUBWAY #45825,3504 W SUNSET BLVD ,LOS ANGELES,CA,90026,34.08873067,-118.2766969,96,87331
6037531000,PR0022909,LA BLANQUITA MARKET (BAKERY),4136 E CESAR E CHAVEZ AVE ,LOS ANGELES,CA,90063,34.04035293,-118.1766763,94,54518
6037207900,PR0022922,SUBWAY #26578,1139 S HILL ST STE 110,LOS ANGELES,CA,90015,34.0393877,-118.2608289,97,126083
6037207710,PR0022940,BLUE DIAMOND COFFEE SHOP,629 S HILL ST # 61-A,LOS ANGELES,CA,90014,34.04682579,-118.2538374,96,109780
6037800408,PR0022942,PAVILIONS BAKERY #2813,29211 HEATHERCLIFF RD ,MALIBU,CA,90265,34.02085866,-118.8100948,97,275334
6037651101,PR0022977,TORRANCE MEMORIAL CAFE,2841 LOMITA BLVD ,TORRANCE,CA,90505,33.81003584,-118.3371231,97,113855
6037670403,PR0022984,SUBWAY #561,16 PENINSULA CTR ,ROLLING HILLS ESTATES,CA,90274,33.7758177,-118.3762926,95,165375
6037190100,PR0022994,GRAUMAN THEATER,6925 HOLLYWOOD BLVD ,LOS ANGELES,CA,90028,34.10170567,-118.3411277,97,55986
6037703001,PR0022996,MRS FIELDS COOKIES #177,6000 SEPULVEDA BLVD STE 1561,CULVER CITY,CA,90230,33.98494504,-118.3956038,90,112234
6037542602,PR0022999,SAN ANTONIO BAKERY,344 W ROSECRANS AVE ,COMPTON,CA,90222,33.90317937,-118.2288431,95,66192
6037191110,PR0023002,FOOD 4 LESS BAKERY #362,5420 W SUNSET BLVD ,LOS ANGELES,CA,90027,34.09793754,-118.3082409,98,44625
6037920107,PR0023024,THE SANDWICH SHOP,25530 AVENUE STANFORD # 207,VALENCIA,CA,91355,34.43182865,-118.5829346,99,169524
6037131900,PR0023043,POGOS BAR & GRILL,17314 SATICOY ST ,VAN NUYS,CA,91406,34.20826738,-118.5104757,94,78956
6037481002,PR0023050,THE CUE BALL,932 E MAIN ST ,ALHAMBRA,CA,91801,34.09955363,-118.1168177,96,68092
6037551201,PR0023080,WALMART  DELI,12270 PARAMOUNT BLVD ,DOWNEY,CA,90241,33.92858282,-118.1483348,96,73959
6037602003,PR0023136,SUBWAY #47843,11050 S PRAIRIE AVE A&B,INGLEWOOD,CA,90301,33.93531238,-118.3437378,96,54349
6037401603,PR0023149,VONS BAKERY #2832,1600 FOOTHILL BLVD ,LA VERNE,CA,91750,34.11501442,-117.7736848,97,80381
6037131900,PR0023163,YUMMY DONUTS,7555 BALBOA BLVD ,VAN NUYS,CA,91406,34.20805363,-118.5014139,93,78956
6037207710,PR0023167,STAND 316 -  WETZEL'S PRETZELS,1111 S FIGUEROA ST ,LOS ANGELES,CA,90015,34.04337766,-118.2658105,93,109780
